912;686;231;;;;;;;
792;678;305;;;;;;;
263;129;39;;;;;;;
652;486;131;;;;;;;
391;103;21;;;;;;;
486;215;60;;;;;;;
265;108;48;;;;;;;
450;265;166;;;;;;;
638;337;191;;;;;;;
435;256;67;;;;;;;
;;;;;;;;;
